BLOCK;DATETIME;TX;DONAR;DONATION[PLAY];DAYSUM[PLAY];DAYRATE[AGS/PLAY];RELATED_ADDR
338018;2015-01-08 08:08:22 UTC;ebfda6d8f8384757bfa58e00c0c012ec5e243146dbadce38ea20d097215ca674;14sp7MuPsBeiNznTg9hryG7svRd9fJQckN;5.0;45.89748706;108.93842605;
338026;2015-01-08 09:03:40 UTC;06bf0727bf873431e6eb26ee7110dc60368228a24a40bdf72dab7f199551396b;1D6m5Vba6itWqAvo86pbeG4q4ZHqgZ94pM;0.01;45.90748706;108.91469606;
338027;2015-01-08 09:05:13 UTC;9f6f7cb1f3a91947a1b15e93c7cc0b99885a331e2601a3d56afa970a562e39c0;1H6gRVdU1teEKbjbmyAooeboYUXgRgRqk;14.92218001;60.82966707;82.1967346;1D6m5Vba6itWqAvo86pbeG4q4ZHqgZ94pM
338031;2015-01-08 09:25:45 UTC;fa1b90c269a0753dd00d59de51e877a7496e3836254db6d35d7df39cb53fd716;1PZqDftd3qNKvESprE5eidruVuVCUjAZAA;10.0;70.82966707;70.59188906;1HzLrkjmwMANLPKekrJWiT5Mtah1AfmnYv
338037;2015-01-08 10:32:57 UTC;09f1b97e9c20e2c84a5a712ef62999ab00637e5070c1d51d3e48c2251e6c2163;1B8S3gpNQBADMCPHgEo3XdBArDhT2Ps6h1;29.519;100.34866707;49.8262722;
338039;2015-01-08 10:48:54 UTC;39db13975a2c8db51622b12602204d90ad0bba0383e1d7947ae28c2c15160366;147YudYGqCuC83YiqHgL6EPouAuw8TuRQR;10.3;110.64866707;45.18807259;1E6cskheHEW1U97LD2F9gEhhVWHe8KTD3L
338040;2015-01-08 10:50:40 UTC;b2974b5efc6db9ec908a3157f72d42384c8f10f68a834f55637cd12bbdfab14c;12G6xn4XyJT3n1QafsGbESv8VNNYqtmECq;20.68354629;131.33221336;38.07139065;
338041;2015-01-08 11:25:05 UTC;5acf3a00e5a459400d8ab9e80337d8dae5f8a17cbca4909d866594d23133273b;141D2FA1eCf4BKKFPJRsUprrWgYWecnsmF;0.83359599;132.16580935;37.83126684;
338041;2015-01-08 11:25:05 UTC;bfc9e2aca6e8cd0571e82f1060b857e315108d166282edeb6ff15147b8b1f017;1xagVD2yk6YsssC1QFhFqSnoqUx2GXjSE;3.0;135.16580935;36.99160331;
338046;2015-01-08 11:36:55 UTC;74408236d42a1ba7ab8ae8780fd2d1eff1b2b3ec299d21950e8d7ee69fd0d0b5;1MCveBWbcpY4EsuCiK8fEDidtUdF38rrh9;1.2535;136.41930935;36.65170293;
338046;2015-01-08 11:36:55 UTC;04bb2ca6f46458e05259c6e2df3a5dcbee96e6e8ce29dee99af0e4bff59da499;1HUu4993NN3CemjSGeo9jVE5D63J7EbxKQ;2.251;138.67030935;36.05674512;
338050;2015-01-08 12:40:51 UTC;62beaa926c958266d2bf6c27df9fa87f1641951a0bc50be3cfaeaeadda75d07a;19iPk6SdHa3HNvT999qgsC7GQrMF7uTXzk;1.0001;139.67040935;35.79856337;
338052;2015-01-08 12:49:42 UTC;c83949a333b822afa0556565951aefc0a610cc66d20fc4c8673baf97480308f0;19iPk6SdHa3HNvT999qgsC7GQrMF7uTXzk;1.03;140.70040935;35.53649931;13LSwWL1Vq1nozMvwkxWoUcemJ7c6xtUHV
338070;2015-01-08 16:27:25 UTC;cc3b39b7dbbfe5a41ff01cc1ab2fb4693a3a9de6d5d2d13efa8202592380ba3b;15Ku8hjTWq1VpTmxTwbKZPZ3FWa9vAHTyu;2.108;142.80840935;35.01194378;
338104;2015-01-08 20:29:45 UTC;f96e4de62613aff743de9f138fb44e061c47832f0d131e9db7d49a23987760d5;1JW4aWfQjWD7xBdJHVVQptChhZ5ak4tTkT;10.1;152.90840935;32.69931341;1HHbqvH23fxBoRX8NmvVBvSib4cUJGfweN
338113;2015-01-08 22:12:18 UTC;01c11daf3286f5da19dc94d7a7d11f5a60b3cc49403cd7ba3cc2b0b4b54b6a65;15pUdqy3pYuvvFhoNBVNLGkJ32F2vNxUZw;0.5;153.40840935;32.59273739;1G5HUbs4xv1JxAG6DHtK4tCv1Tzin1He9t,16X2QmuWXvjejfYXQTaJpZ2LHWkXp5msim,14Gkv5us5xUutq72zKWG2f1VfYtbvybHXM,1MN9p9edaey3DXmimsxz32EZEg3uuUFVB3,1GUte4tPgutSDN1pSZx433iZiRAcsAAs6i,1MsmoivM2QCVDpwzRqzW7BNkon7JbJkic8,1QDHXZb3rp98JYjB1awksquH6fsYJVjHcu,1HiKMvuSkWvhATmfcKtrrWE91c7q7aFCBB,19LXewHXHxtpA8H2fSrerqBWrpVWk6gk6t,1CK7ub19Gak31dGjes8r6MQ65cpQo7JH84,1MS9XvJe6Z2c1mQeLHwYBgkuV3mAyCpdZV,1B8DLCnpsuSukigeW6hjwJCE1YK1k4ii53
338134;2015-01-09 01:07:26 UTC;1008f9a5dffffcaaa546bd60faa3b6af927a8037dc266e3ad8ce221065cf1822;1FiX9WuZA3x5okcfN1qbWVQVyyHuqyjDYW;0.03;0.03;166666.66666667;
338140;2015-01-09 01:52:34 UTC;ee25331d66c22a3d31f99c759f5860fc548a11d8dc7b5d5dbcbc6417464ed5c1;1N486Ag6XV2Tsp8Bt7cfzg3PzoGDpPfaaa;10.0;10.03;498.50448654;
338142;2015-01-09 02:18:26 UTC;222113bef135f73cc01e8486df5b82e9343620b85a5ef6a2354ca14442a72ba7;15Hpx8ZbEJNuBsRt4NJibK5RkawBjDNzWU;8.44205645;18.47205645;270.67912084;1MF3ikYxbHtDcwfUKzi6myyesVpXLDjwrv
338150;2015-01-09 03:17:53 UTC;0b24627d659740c1d4c32f9c95d2cd03c4993bf266013c89a17a5f61be27f123;1DLWEBrWCbgkuqLKfnMq54sHFLHDSPsL6W;2.702;21.17405645;236.13803108;
338153;2015-01-09 04:22:23 UTC;a03660c7200fbc6c5b2960724ab932f3b411051502825920fec6e60e81a82d28;1LK2oVyDs7ZvZmcmoZBA5TiN2U9ZyBqduz;5.0158;26.18985645;190.91360846;
338165;2015-01-09 06:27:54 UTC;fa34d355bfc5284e8a48aa11376d3be008283f79201a96b02ef5922f1549167d;12mbogA4rnF2o8wYQ3hzgmjijchHuXgBhu;0.3;26.48985645;188.75149473;161Kw2yr5LT7JYV4RoUewgUE1WRzuQPmKV
338167;2015-01-09 07:04:20 UTC;43d20e36f23f58cda4dc064578696cfbe6ed33ed70cc65d1fa31ef182b6c89fc;15aq5duinB3pLZCDa9UVtcig5dEjzbxdE1;0.37;26.85985645;186.15140439;
338172;2015-01-09 07:54:32 UTC;1bb849ed7af299669540cbe83d5e86f76988f19db1a7e367d77d582e0fca711d;1PDNGK4UfWxWPnpaW1YXp2k559niqu1w5z;0.1;26.95985645;185.46092815;
338173;2015-01-09 08:20:56 UTC;1bd0e6829cca82615fcb84debb49b73c82c6c90f012231291a8c77d5e95e6098;1AYSBeawoYbsnsH8Th3ahTXE2dWsLVEN2a;0.017;26.97685645;185.34405628;
338174;2015-01-09 08:45:23 UTC;8a220f4a61f3eeed16c709aeb22f4fef9c87455636a2e74ea656f5afd6a02744;18Rer4S1UpdL2ap6AtjLZbJ6C3zVdHJ5yX;1.001;27.97785645;178.71276196;13yBn9HgB42iJtMbF8CfYNm4k6xA3ZrF3D
